PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3072482820,Improve aiga meta evolution docs,"The changes described are focused on updating and improving documentation, specifically adding details about a workflow in the production guide, without any code or feature changes.",docs,9
3072453456,Improve docs with REPL guide,"The changes described are focused on adding and improving documentation, including a REPL reference document and links in existing docs, without any code or functionality changes.",docs,9
3072462835,Add experimental kdb+ IPC support,"The PR introduces new experimental features related to kdb+ IPC support, including new functions and documentation, which aligns with adding a new feature.",feat,9
3072527561,Improve Alpha opportunity stub CLI,"The PR adds new CLI options to an existing script and updates documentation to reflect these changes, indicating the addition of new features rather than fixes or other types of changes.",feat,8
3231903154,Add non-generic routed event support,"The PR introduces support for non-generic routed events and adds new templates, which constitutes adding new features to the extensions generator.",feat,9
3153606687,[alpha_factory] test overrides env vars,"The PR adds a test to ensure CLI arguments override environment variables, which is an addition of a test case rather than a feature, fix, or other change type.",test,9
3153520552,Add Kotlin map literal support,"The PR introduces a new feature by extending the Kotlin backend to support map literals and typed variables, along with adding a corresponding test. This aligns with the 'feat' type for new features.",feat,9
3153553498,Add avg and count builtins to C# compiler,"The PR introduces new built-in functions `count` and `avg` to the C# compiler, which is a new feature addition.",feat,9
3153471782,Extend C compiler builtins,"The PR introduces new built-in functions 'count' and 'avg' to the C compiler, which are new features, and also adds new tests for these builtins. This aligns with the 'feat' type as it adds new functionality.",feat,9
3195944087,SEL-485: Setup manual semantic versioning,"The PR introduces a manual semantic versioning setup and documents the manual release process, which is primarily a chore related to build and release process improvements rather than a new feature or bug fix.",chore,9
3098826710,[alpha_factory] add ledger broadcast tests,"The PR adds new tests for ledger broadcast functionality, which is clearly indicated in the title and body. This corresponds to adding missing tests or correcting existing tests.",test,9
